the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Shelter_ID,Corner,On_Street,Cross_Stre,Longitude,Latitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.96540055882213 40.800184724855875),1,Manhattan,107,7,69,30,13,MN0797,SE,W 106 ST,AMSTERDAM AV,-73.965402,40.800193,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96005055961402 40.81361572208152),1,Manhattan,109,7,69,30,13,MN0801,SW,BROADWAY,LA SALLE ST,-73.960052,40.813624,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95374356206229 40.816615721514054),1,Manhattan,109,9,70,30,13,MN0804,NE,AMSTERDAM AV,W 131 ST,-73.953745,40.816624,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95283556187674 40.81785872091583),1,Manhattan,109,9,70,30,13,MN0805,NE,AMSTERDAM AV,W 133 ST,-73.952837,40.817867,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96073955953173 40.81201772265178),1,Manhattan,109,7,69,30,13,MN0810,NE,BROADWAY,W 122 ST,-73.960741,40.812026,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95808456062632 40.81523672227382),1,Manhattan,109,7,70,30,13,MN0811,SE,W 125 ST,BROADWAY,-73.958086,40.815245,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95915555979042 40.81483472222875),1,Manhattan,109,7,70,30,13,MN0813,SW,BROADWAY,TIEMANN PL,-73.959157,40.814843,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93757356645271 40.82899771883127),1,Manhattan,110,9,71,30,13,MN0814,SW,FREDERICK DOUGLASS BLVD,W 155 ST,-73.937575,40.829006,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9363795666712 40.83062371781877),1,Manhattan,110,9,71,30,13,MN0815,SW,FREDERICK DOUGLASS BLVD,W 159 ST,-73.936381,40.830632,Harlem (North),AE,,3
POINT (-73.95114656316201 40.81040172297131),1,Manhattan,110,9,70,30,13,MN0819,NW,FREDERICK DOUGLASS BLVD,W 125 ST,-73.951148,40.81041,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93613056797717 40.81500272077993),1,Manhattan,110,9,70,30,13,MN0825,NW,5 AV,W 138 ST,-73.936132,40.815011,Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.94042256603794 40.813803721750034),1,Manhattan,110,9,70,30,13,MN0828,SE,W 135 ST,MALCOLM X BLVD,-73.940424,40.813812,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97683655735648 40.76404973230679),1,Manhattan,105,4,75,28,12,MN01242,SE,W 57 ST,6 AV,-73.976838,40.764058,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98227455552006 40.76656673243134),1,Manhattan,105,3,75,28,12,MN01244,NW,W 57 ST,BROADWAY,-73.982276,40.766575,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93721256559185 40.83626771722409),1,Manhattan,112,10,72,31,13,MN01246,SW,EDGECOMBE AV,W 164 ST,-73.937214,40.836276,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96264656006744 40.799025725074635),1,Manhattan,107,7,69,30,13,MN01247,SE,W 106 ST,COLUMBUS AV,-73.962648,40.799034,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98054855776078 40.73761073789472),1,Manhattan,106,2,74,59,12,MN01249,SE,E 23 ST,2 AV,-73.98055,40.737619,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9681285581003 40.79690372586332),1,Manhattan,107,7,69,30,13,MN01250,NE,AMSTERDAM AV,W 100 ST,-73.96813,40.796912,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99935155247272 40.73829873839552),1,Manhattan,102,3,66,47,10,MN01251,SE,W 14 ST,7 AV,-73.999353,40.738307,West Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97888655549173 40.78563372870057),1,Manhattan,107,6,67,47,12,MN01253,SW,BROADWAY,W 82 ST,-73.978888,40.785642,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94271956727924 40.7908437259029),1,Manhattan,111,8,68,29,13,MN01254,NW,E 106 ST,2 AV,-73.942721,40.790852,East Harlem (South),AE,,3
POINT (-73.95939856113397 40.80089172467941),1,Manhattan,107,7,69,30,13,MN01255,SE,W 110 ST,MANHATTAN AV,-73.9594,40.8009,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94259356465477 40.82171171973616),1,Manhattan,110,9,70,30,13,MN01257,NE,FREDERICK DOUGLASS BLVD,W 143 ST,-73.942595,40.82172,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94987156388682 40.811738721822856),1,Manhattan,110,9,70,30,13,MN01258,NE,FREDERICK DOUGLASS BLVD,W 127 ST,-73.949873,40.811747,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94346156554514 40.820513720430604),1,Manhattan,110,9,70,30,13,MN01259,NE,FREDERICK DOUGLASS BLVD,W 141 ST,-73.943463,40.820522,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9725655595641 40.74954773528606),1,Manhattan,106,4,73,59,12,MN0126,SW,2 AV,E 42 ST,-73.972567,40.749556,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93799256636609 40.82343471939561),1,Manhattan,110,9,71,30,13,MN01260,SW,ADAM CLAYTON POWELL BLVD,W 148 ST,-73.937994,40.823443,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93780156625762 40.823058719785344),1,Manhattan,110,9,71,30,13,MN01261,NE,ADAM CLAYTON POWELL BLVD,W 147 ST,-73.937803,40.823067,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.94728956400166 40.81073572245151),1,Manhattan,110,9,70,30,13,MN01262,SW,ADAM CLAYTON POWELL BLVD,W 128 ST,-73.947291,40.810744,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9836905551145 40.775580730957444),1,Manhattan,107,6,67,47,12,MN01264,NE,AMSTERDAM AV,W 67 ST,-73.983692,40.775589,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00566955117603 40.71672174252572),1,Manhattan,101,1,66,27,10,MN01265,SE,WORTH ST,CHURCH ST,-74.005671,40.71673,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94580556557658 40.801778723794676),1,Manhattan,110,9,70,30,13,MN01267,SW,5 AV,W 118 ST,-73.945807,40.801787,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9490425637797 40.812865721883746),1,Manhattan,110,9,70,30,13,MN01268,NE,FREDERICK DOUGLASS BLVD,W 129 ST,-73.949044,40.812874,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93694956647778 40.82423771945782),1,Manhattan,110,9,71,30,13,MN01269,NE,ADAM CLAYTON POWELL BLVD,W 149 ST,-73.936951,40.824246,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.9724945603471 40.75004573511334),1,Manhattan,106,4,73,59,12,MN0127,NW,E 42 ST,2 AV,-73.972496,40.750054,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.982016555482 40.77414173070413),1,Manhattan,107,6,67,47,12,MN01270,NE,BROADWAY,W 66 ST,-73.982018,40.77415,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9534665641248 40.779295728308696),1,Manhattan,108,5,76,28,12,MN01271,SE,3 AV,E 87 ST,-73.953468,40.779304,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94440556419703 40.829820718357425),1,Manhattan,109,7,71,30,13,MN01273,NW,AMSTERDAM AV,W 152 ST,-73.944407,40.829829,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9463125640348 40.821066719936475),1,Manhattan,109,9,70,30,13,MN01274,SW,ST NICHOLAS AV,W 141 ST,-73.946314,40.821075,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98504555456795 40.76903773189313),1,Manhattan,104,3,67,47,12,MN01275,SW,9 AV,W 59 ST,-73.985047,40.769046,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.012578549153 40.7081757443707),1,Manhattan,101,1,61,27,10,MN01276,NE,TRINITY PL,RECTOR ST,-74.01258,40.708184,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.981212557971 40.737893738076956),1,Manhattan,106,2,74,59,12,MN01281,SW,E 23 ST,2 AV,-73.981214,40.737902,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.99196955564584 40.71239074326972),1,Manhattan,103,1,65,27,10,MN01282,SE,MADISON ST,PIKE ST,-73.991971,40.712399,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.99209655648035 40.712547743479746),1,Manhattan,103,1,65,27,10,MN01283,NE,MADISON ST,PIKE ST,-73.992098,40.712556,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94908456585871 40.77686072885813),1,Manhattan,108,5,76,28,12,MN01284,NE,E 86 ST,1 AV,-73.949086,40.776869,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99725455279795 40.742085737487145),1,Manhattan,104,3,75,47,12,MN01287,SW,7 AV,W 20 ST,-73.997256,40.742094,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98889655602238 40.72710473985306),1,Manhattan,103,2,66,27,10,MN0129,SW,2 AV,E 6 ST,-73.988898,40.727113,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9460155654111 40.792020725796704),1,Manhattan,111,8,68,29,13,MN01294,SE,E 106 ST,LEXINGTON AV,-73.946017,40.792029,East Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.00348655266798 40.70784374440407),1,Manhattan,101,1,65,27,10,MN01295,NE,PEARL ST,BEEKMAN ST,-74.003488,40.707852,Financial District-Battery Park City,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.93659856725797 40.820189720231454),1,Manhattan,110,9,71,30,13,MN01296,SW,MALCOLM X BLVD,W 145 ST,-73.9366,40.820198,Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.95687156129107 40.80481272351837),1,Manhattan,110,9,70,30,13,MN01297,SE,MANHATTAN AV,W 116 ST,-73.956873,40.804821,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97867256011193 40.72447974078866),1,Manhattan,103,2,74,27,10,MN01298,SW,AV C,E 8 ST,-73.978674,40.724488,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.98871555670547 40.71644474190275),1,Manhattan,103,1,65,27,10,MN01299,SE,GRAND ST,ESSEX ST,-73.988717,40.716453,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98424655816925 40.71323874244848),1,Manhattan,103,1,65,27,10,MN01300,NW,MADISON ST,GOUVERNEUR ST,-73.984248,40.713247,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94018656515992 40.83516071762416),1,Manhattan,112,10,72,31,13,MN01301,SE,AMSTERDAM AV,W 161 ST,-73.940188,40.835169,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9353365655429 40.85731171262152),1,Manhattan,112,10,71,31,13,MN01302,NE,FT WASHINGTON AV,W 190 ST,-73.935338,40.85732,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94150056533735 40.81798972104698),1,Manhattan,110,9,70,30,13,MN01303,NE,ADAM CLAYTON POWELL BLVD,W 139 ST,-73.941502,40.817998,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94080856563168 40.819580720138184),1,Manhattan,110,9,70,30,13,MN01304,SW,ADAM CLAYTON POWELL BLVD,W 142 ST,-73.94081,40.819589,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97200456046781 40.74959573505204),1,Manhattan,106,4,74,59,12,MN01305,SE,E 42 ST,2 AV,-73.972006,40.749604,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94905356554186 40.78859672654279),1,Manhattan,111,8,68,29,13,MN01308,NW,LEXINGTON AV,E 100 ST,-73.949055,40.788605,East Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94516656472673 40.80794772250203),1,Manhattan,110,9,70,30,13,MN01309,NE,MALCOLM X BLVD,W 125 ST,-73.945168,40.807956,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94824456306945 40.82911471876866),1,Manhattan,109,7,71,30,13,MN01310,NE,BROADWAY,W 149 ST,-73.948246,40.829123,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9974495517533 40.75668273513927),1,Manhattan,104,3,75,47,12,MN01311,NE,10 AV,W 37 ST,-73.997451,40.756691,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91762457079876 40.868982710392075),1,Manhattan,112,10,72,31,13,MN01313,SW,BROADWAY,W 213 ST,-73.917626,40.868991,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93861156861684 40.788190726526416),1,Manhattan,111,8,68,29,13,MN01315,NE,E 105 ST,FDR DR,-73.938613,40.788199,East Harlem (South),AE,,2
POINT (-73.94548556308476 40.83250571775598),1,Manhattan,109,7,71,30,13,MN01316,SE,W 155 ST,BROADWAY,-73.945487,40.832514,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93550556847983 40.80344872318893),1,Manhattan,111,8,68,30,13,MN01317,SE,E 125 ST,3 AV,-73.935507,40.803457,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93637256778193 40.81208172192425),1,Manhattan,111,9,70,30,13,MN01319,SW,E 135 ST,MADISON AV,-73.936374,40.81209,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.97617255888868 40.74500273593603),1,Manhattan,106,2,73,59,12,MN0132,NW,E 34 ST,2 AV,-73.976174,40.745011,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91302057110548 40.87219170876158),1,Manhattan,112,10,72,31,13,MN01320,SW,BROADWAY,W 220 ST,-73.913022,40.8722,Inwood Hill Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93667956786379 40.81246172174064),1,Manhattan,111,9,70,30,13,MN01321,NW,E 135 ST,MADISON AV,-73.936681,40.81247,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.94906556514135 40.78495572731024),1,Manhattan,108,5,68,28,12,MN01322,SE,E 96 ST,3 AV,-73.949067,40.784964,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9670855589005 40.803971724453405),1,Manhattan,107,7,69,30,12,MN01323,SW,BROADWAY,W 110 ST,-73.967087,40.80398,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93932756674354 40.816460720537634),1,Manhattan,110,9,70,30,13,MN01325,SW,MALCOLM X BLVD,W 139 ST,-73.939329,40.816469,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95777256197863 40.80387172441998),1,Manhattan,110,9,70,30,13,MN01327,NW,MANHATTAN AV,W 114 ST,-73.957774,40.80388,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95428756337436 40.786884727615046),1,Manhattan,108,4,68,28,12,MN01328,SE,MADISON AV,E 95 ST,-73.954289,40.786893,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94591556485118 40.807486723159904),1,Manhattan,110,9,70,30,13,MN01329,SW,MALCOLM X BLVD,W 125 ST,-73.945917,40.807495,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94418856562903 40.80928472250236),1,Manhattan,110,9,70,30,13,MN01330,NE,MALCOLM X BLVD,W 127 ST,-73.94419,40.809293,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94022456592596 40.815224721025935),1,Manhattan,110,9,70,30,13,MN01331,SW,MALCOLM X BLVD,W 137 ST,-73.940226,40.815233,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94132656596697 40.813715721372446),1,Manhattan,110,9,70,30,13,MN01332,SW,MALCOLM X BLVD,W 135 ST,-73.941328,40.813724,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95652256200695 40.80528672382063),1,Manhattan,110,9,70,30,13,MN01333,NE,MANHATTAN AV,W 116 ST,-73.956524,40.805295,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97781055763556 40.76324273275795),1,Manhattan,105,4,75,28,12,MN01335,NE,6 AV,W 55 ST,-73.977812,40.763251,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95070956505397 40.771599730339034),1,Manhattan,108,5,76,28,12,MN01336,NW,E 79 ST,YORK AV,-73.950711,40.771608,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98849755328825 40.77455073081146),1,Manhattan,107,6,67,47,12,MN01337,SW,WEST END AV,W 64 ST,-73.988499,40.774559,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94029856747179 40.78890972627911),1,Manhattan,111,8,68,29,13,MN01338,NE,E 105 ST,1 AV,-73.9403,40.788918,East Harlem (South),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-74.00245155185493 40.728024740633295),1,Manhattan,102,3,66,27,10,MN01340,SE,W HOUSTON ST,6 AV,-74.002453,40.728033,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98883555598961 40.7218087412795),1,Manhattan,103,1,65,27,10,MN01342,NE,ALLEN ST,STANTON ST,-73.988837,40.721817,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96173155975625 40.805679723791144),1,Manhattan,109,7,69,30,13,MN01343,NE,AMSTERDAM AV,W 114 ST,-73.961733,40.805688,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.0114205490937 40.71882674225999),1,Manhattan,101,1,66,27,10,MN01344,SE,HARRISON ST,WEST ST,-74.011422,40.718835,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.94544556511207 40.813240721649436),1,Manhattan,110,9,70,30,13,MN01345,SW,ADAM CLAYTON POWELL BLVD,W 132 ST,-73.945447,40.813249,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94041856825365 40.789881725985076),1,Manhattan,111,8,68,29,13,MN01347,NW,E 106 ST,1 AV,-73.94042,40.78989,East Harlem (South),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.98822655343105 40.76885173175242),1,Manhattan,104,3,67,47,12,MN01348,SE,W 57 ST,10 AV,-73.988228,40.76886,Hell's Kitchen,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94156356567319 40.82310472006244),1,Manhattan,110,9,71,30,13,MN01349,NE,FREDERICK DOUGLASS BLVD,W 145 ST,-73.941565,40.823113,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98122955762715 40.73763673779566),1,Manhattan,106,2,74,59,12,MN0135,SW,2 AV,E 23 ST,-73.981231,40.737645,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94624956443727 40.816701721585325),1,Manhattan,110,9,70,30,13,MN01350,NE,FREDERICK DOUGLASS BLVD,W 135 ST,-73.946251,40.81671,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9714955601942 40.74360273617163),1,Manhattan,106,4,74,59,12,MN01351,SE,FDR DR SRV RD,E 35 ST,-73.971497,40.743611,Murray Hill-Kips Bay,AE,,1
POINT (-73.95550356077376 40.81984172113882),1,Manhattan,109,7,70,30,13,MN01353,SW,BROADWAY,W 135 ST,-73.955505,40.81985,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95396456156703 40.82194672032555),1,Manhattan,109,7,70,30,13,MN01354,SW,BROADWAY,W 138 ST,-73.953966,40.821955,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94264756565448 40.81706872073461),1,Manhattan,110,9,70,30,13,MN01355,SW,ADAM CLAYTON POWELL BLVD,W 138 ST,-73.942649,40.817077,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97954755887275 40.72328474093159),1,Manhattan,103,2,74,27,10,MN01356,SW,AV C,E 6 ST,-73.979549,40.723293,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.98685455415884 40.77894272954365),1,Manhattan,107,6,67,47,12,MN01358,SE,W 70 ST,FREEDOM PL,-73.986856,40.778951,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95463156153059 40.8203867210327),1,Manhattan,109,7,70,30,13,MN01359,NE,BROADWAY,W 135 ST,-73.954633,40.820395,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9825695579591 40.73579573799152),1,Manhattan,106,2,74,59,12,MN0136,SW,2 AV,E 20 ST,-73.982571,40.735804,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95469856140257 40.819815721022415),1,Manhattan,109,7,70,30,13,MN01360,SE,W 135 ST,BROADWAY,-73.9547,40.819824,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98905855649596 40.72247174117096),1,Manhattan,103,1,65,27,10,MN01361,SW,ALLEN ST,E HOUSTON ST,-73.98906,40.72248,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97386056120115 40.73077773882671),1,Manhattan,106,4,74,59,12,MN01364,SE,AV C,FDR DR,-73.973862,40.730786,Stuyvesant Town-Peter Cooper Village,AE,,1
POINT (-73.95237656371401 40.789465726987956),1,Manhattan,111,8,68,29,13,MN01365,NE,MADISON AV,E 99 ST,-73.952378,40.789474,East Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99744755381191 40.71335874316481),1,Manhattan,103,1,65,27,10,MN01366,SW,EAST BROADWAY,CATHERINE ST,-73.997449,40.713367,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95525856458954 40.77351973018301),1,Manhattan,108,5,76,28,12,MN01368,NW,E 79 ST,2 AV,-73.95526,40.773528,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93058856684783 40.84831971435945),1,Manhattan,112,10,72,31,13,MN01369,NE,AMSTERDAM AV,W 181 ST,-73.93059,40.848328,Highbridge Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98522655724344 40.732138739416335),1,Manhattan,103,2,66,27,10,MN0137,SW,2 AV,E 14 ST,-73.985228,40.732147,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9867065572797 40.725442740115405),1,Manhattan,103,2,74,27,10,MN01370,NE,1 AV,E 4 ST,-73.986708,40.725451,East Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95661156158843 40.81312872211429),1,Manhattan,109,7,69,30,13,MN01371,SW,AMSTERDAM AV,W 125 ST,-73.956613,40.813137,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95750056095054 40.8114137225738),1,Manhattan,109,7,69,30,13,MN01372,NE,AMSTERDAM AV,W 123 ST,-73.957502,40.811422,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95662456421263 40.76671773167762),1,Manhattan,108,5,76,28,12,MN01373,NE,1 AV,E 70 ST,-73.956626,40.766726,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00745055053041 40.727992740429244),1,Manhattan,102,3,66,27,10,MN01374,SW,KING ST,HUDSON ST,-74.007452,40.728001,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.93916056724515 40.80213472359504),1,Manhattan,111,9,68,30,13,MN01375,SW,LEXINGTON AV,E 122 ST,-73.939162,40.802143,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96032756317317 40.76951573081167),1,Manhattan,108,4,76,28,12,MN01376,SE,E 72 ST,3 AV,-73.960329,40.769524,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00626655088533 40.71684674290406),1,Manhattan,101,1,66,27,10,MN01377,SE,CHURCH ST,WORTH ST,-74.006268,40.716855,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98728355778321 40.71294974251555),1,Manhattan,103,1,65,27,10,MN01378,NW,MADISON ST,CLINTON ST,-73.987285,40.712958,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98460355723499 40.732076738856875),1,Manhattan,103,2,66,27,12,MN0138,SE,E 14 ST,2 AV,-73.984605,40.732085,East Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98760355665246 40.72887273973764),1,Manhattan,103,2,66,27,10,MN0139,SW,2 AV,E 9 ST,-73.987605,40.728881,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01393254861644 40.71740574281694),1,Manhattan,101,1,61,27,10,MN01396,SE,NORTH END AV,CHAMBERS ST,-74.013934,40.717414,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.98756255578506 40.73300173918005),1,Manhattan,103,2,66,27,10,MN0140,SW,3 AV,E 14 ST,-73.987564,40.73301,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94210856387133 40.84232971583784),1,Manhattan,112,10,71,31,13,MN01408,NE,FT WASHINGTON AV,W 168 ST,-73.94211,40.842338,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94076656560703 40.830746718118135),1,Manhattan,112,7,71,31,13,MN01426,NW,W 155 ST,EDGECOMBE AV,-73.940768,40.830755,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
